"","structure","extraction","subject","item","judgments"
"79","non-island",0,31,3,0.634988131510716
"80","non-island",0,32,4,0.968158557492709
"81","non-island",0,33,1,1.02108179295151
"82","non-island",0,34,2,1.33390576023047
"83","non-island",0,35,3,-0.180951718368449
"84","non-island",0,36,4,0.158700367505014
"85","non-island",0,37,1,-0.126255922397954
"86","non-island",0,38,2,0.182675874458258
"87","non-island",0,39,3,2.68121211594483
"88","non-island",0,40,4,-1.06093555182273
"89","non-island",0,41,1,1.14143569645232
"90","non-island",0,42,2,2.75126832806088
"91","non-island",0,43,3,1.37813357012151
"92","non-island",0,44,4,1.96624933043948
"93","non-island",0,45,1,1.09630141010344
"94","non-island",0,46,2,1.58521947680332
"95","non-island",0,47,3,1.49210965248147
"96","non-island",0,48,4,-0.984816352601192
"97","non-island",0,1,1,0.150999725964157
"98","non-island",0,2,2,1.56393723717612
"99","non-island",0,3,3,0.847109118044497
"100","non-island",0,4,4,-0.109709960901635
"101","non-island",0,5,1,-0.391123905959568
"102","non-island",0,6,2,0.586228516409795
"103","non-island",0,7,3,2.16667821975882
"104","non-island",0,8,4,1.38854758364984
"105","non-island",0,9,1,0.481188457962362
"106","non-island",0,10,2,1.31932965793615
"107","non-island",0,11,3,0.0867803456682752
"108","non-island",0,12,4,0.480053142059411
"109","non-island",0,13,1,0.540038054460682
"110","non-island",0,14,2,2.43028114628226
"111","non-island",0,15,3,-2.27045063515265
"112","non-island",0,16,4,-0.10938858981464
"113","non-island",0,17,1,1.53505804682007
"114","non-island",0,18,2,-0.749886470988475
"115","non-island",0,19,3,-0.32782525598033
"116","non-island",0,20,4,-0.549684381849043
"117","non-island",0,21,1,0.828078617676863
"118","non-island",0,22,2,-1.33296113416531
"119","non-island",0,23,3,1.43703328571253
"120","non-island",0,24,4,-0.555327513807422
"121","non-island",0,25,1,0.969501751110895
"122","non-island",0,26,2,1.60133176018933
"123","non-island",0,27,3,0.709109426034226
"124","non-island",0,28,4,1.19662838442031
"125","non-island",0,29,1,0.927725977616175
"126","non-island",0,30,2,0.709148582148462
"127","non-island",0,31,3,-1.6215253159488
"128","non-island",0,32,4,-0.248735982583264
"129","non-island",0,33,1,1.4528190000313
"130","non-island",0,34,2,1.58524068632718
"131","non-island",0,35,3,0.507665803361149
"132","non-island",0,36,4,0.175385747548386
"133","non-island",0,37,1,1.93236799542125
"134","non-island",0,38,2,-0.917819333148418
"135","non-island",0,39,3,-0.106384156581811
"136","non-island",0,40,4,0.781812536040089
"137","non-island",0,41,1,-0.159955100827806
"138","non-island",0,42,2,-0.334177693402085
"139","non-island",0,43,3,1.42396251993728
"140","non-island",0,44,4,-0.131893394862462
"141","non-island",0,45,1,2.1283450014267
"142","non-island",0,46,2,-0.457043296517909
"143","non-island",0,47,3,2.09016579570159
"144","non-island",0,48,4,-0.425805927055008
"145","non-island",0,1,1,1.70953706887655
"146","non-island",0,2,2,-0.589141892405752
"147","non-island",0,3,3,1.07065509878241
"148","non-island",0,4,4,-1.54210040101437
"149","non-island",0,5,1,0.591449728317749
"150","non-island",0,6,2,-1.40667394398737
"151","non-island",0,7,3,2.11745698321002
"152","non-island",0,8,4,1.42629974617418
"153","non-island",0,9,1,-1.28275694732714
"154","non-island",0,10,2,0.1083216903063
"155","non-island",0,11,3,-0.453334221465601
"156","non-island",0,12,4,0.684594807673421
"157","non-island",0,13,1,0.814460213179933
"158","non-island",0,14,2,2.59644932556856
"159","non-island",0,15,3,1.88732878789787
"160","non-island",0,16,4,0.15212962099986
"161","non-island",0,17,1,-0.459854085345433
"162","non-island",0,18,2,1.03847081594439
"163","non-island",0,19,3,-0.0300539879868766
"164","non-island",0,20,4,0.0570745980934403
"165","non-island",0,21,1,0.136689049882079
"166","non-island",0,22,2,-1.01216398838698
"167","non-island",0,23,3,-0.657475354932307
"168","non-island",0,24,4,1.40507499437275
"169","non-island",0,25,1,0.64390213070313
"170","non-island",0,26,2,0.929701562740341
"171","non-island",0,27,3,3.44504683741365
"172","non-island",0,28,4,0.675878919126008
"173","non-island",0,29,1,2.28500057200406
"174","non-island",0,30,2,1.81768735376697
"175","non-island",0,31,3,-1.08308274219503
"176","non-island",0,32,4,0.574407184507539
"177","non-island",0,33,1,1.62613808372432
"178","non-island",0,34,2,2.03747905079179
"179","non-island",0,35,3,-1.26303197771668
"180","non-island",0,36,4,-0.988015176183511
"181","non-island",0,37,1,0.516240947854511
"182","non-island",0,38,2,0.184624532697933
"183","non-island",0,39,3,-0.158520532898675
"184","non-island",0,40,4,0.608567898252044
"185","non-island",0,41,1,1.01444618117016
"186","non-island",0,42,2,0.876828081081639
"187","non-island",0,43,3,-0.769006364099091
"188","non-island",0,44,4,0.842295411795295
"189","non-island",0,45,1,1.58246285709933
"190","non-island",0,46,2,-0.431426273572109
"191","non-island",0,47,3,2.77998576086299
"192","non-island",0,48,4,0.0720480297538634
"193","non-island",1,1,1,1.87064876643577
"194","non-island",1,2,2,0.216295141796432
"195","non-island",1,3,3,-0.78425257771111
"196","non-island",1,4,4,0.18267923472534
"197","non-island",1,5,1,1.81887483107466
"198","non-island",1,6,2,-0.318117666353051
"199","non-island",1,7,3,0.143634281998843
"200","non-island",1,8,4,1.5033623351961
"201","non-island",1,9,1,1.11924366010571
"202","non-island",1,10,2,1.65277049035731
"203","non-island",1,11,3,-1.57767818328538
"204","non-island",1,12,4,0.374346849069211
"205","non-island",1,13,1,1.13096052120314
"206","non-island",1,14,2,0.56723223508317
"207","non-island",1,15,3,-1.7500273472402
"208","non-island",1,16,4,0.762045369396335
"209","non-island",1,17,1,1.06807716178318
"210","non-island",1,18,2,-0.651846697118972
"211","non-island",1,19,3,0.892834536676355
"212","non-island",1,20,4,-2.71098367510485
"213","non-island",1,21,1,-1.90887375641618
"214","non-island",1,22,2,-0.676603034458649
"215","non-island",1,23,3,-0.443547290884647
"216","non-island",1,24,4,-0.842668939318884
"217","non-island",1,25,1,-0.636777211889501
"218","non-island",1,26,2,0.949998669185116
"219","non-island",1,27,3,-1.16373325505741
"220","non-island",1,28,4,0.619267070474507
"221","non-island",1,29,1,-0.853646840657345
"222","non-island",1,30,2,-0.458720700578945
"223","non-island",1,31,3,-1.41725296820277
"224","non-island",1,32,4,0.465167439926023
"225","non-island",1,33,1,0.595656963186881
"226","non-island",1,34,2,1.5653016126147
"227","non-island",1,35,3,0.792039860457401
"228","non-island",1,36,4,-0.887111336960057
"229","non-island",1,37,1,1.62717902100317
"230","non-island",1,38,2,-0.457160409704302
"231","non-island",1,39,3,-0.138161906088266
"232","non-island",1,40,4,-0.754547519890552
"233","non-island",1,41,1,-0.404103941460711
"234","non-island",1,42,2,0.576319513600543
"235","non-island",1,43,3,0.389568044513378
"236","non-island",1,44,4,0.00318815473128825
"237","non-island",1,45,1,-1.98111876063938
"238","non-island",1,46,2,-1.41721585302459
"239","non-island",1,47,3,1.77214870038424
"240","non-island",1,48,4,-0.951346053611075
"241","non-island",1,1,1,-0.444580857690412
"242","non-island",1,2,2,-0.189230028922659
"243","non-island",1,3,3,0.0869181751057055
"244","non-island",1,4,4,0.126917482787848
"245","non-island",1,5,1,0.862230079832441
"246","non-island",1,6,2,1.04421452812055
"247","non-island",1,7,3,1.27144686348625
"248","non-island",1,8,4,0.671361801892289
"249","non-island",1,9,1,-0.495414117231357
"250","non-island",1,10,2,-2.00742797917456
"251","non-island",1,11,3,1.53190207554336
"252","non-island",1,12,4,0.223523554116614
"253","non-island",1,13,1,-0.241844122454367
"254","non-island",1,14,2,-1.23587458359544
"255","non-island",1,15,3,1.63978727646249
"256","non-island",1,16,4,0.251835234318247
"257","non-island",1,17,1,-0.452639712151015
"258","non-island",1,18,2,-1.07132527871104
"259","non-island",1,19,3,1.03618161853784
"260","non-island",1,20,4,1.98529192369644
"261","non-island",1,21,1,1.10136936943159
"262","non-island",1,22,2,0.885044812807835
"263","non-island",1,23,3,0.0465514381948367
"264","non-island",1,24,4,-1.0827347410105
"265","non-island",1,25,1,-1.17579523696987
"266","non-island",1,26,2,2.17071796501586
"267","non-island",1,27,3,-0.217976345225173
"268","non-island",1,28,4,0.792414772034974
"269","non-island",1,29,1,-0.246055496079416
"270","non-island",1,30,2,-0.817980755553181
"271","non-island",1,31,3,0.828670987777005
"272","non-island",1,32,4,-1.22566207036883
"273","non-island",1,33,1,-0.0796887819764985
"274","non-island",1,34,2,1.762713000452
"275","non-island",1,35,3,-0.0315648129220122
"276","non-island",1,36,4,0.51574014507357
"277","non-island",1,37,1,-2.20259768592553
"278","non-island",1,38,2,-0.679307672354758
"279","non-island",1,39,3,0.485784873988862
"280","non-island",1,40,4,1.12208587498784
"281","non-island",1,41,1,-0.261744338062096
"282","non-island",1,42,2,0.261539362552763
"283","non-island",1,43,3,1.11578668904155
"284","non-island",1,44,4,0.78094643564116
"285","non-island",1,45,1,0.266960392872372
"286","non-island",1,46,2,1.39829932391671
"287","non-island",1,47,3,-0.772581788557588
"288","non-island",1,48,4,1.34668279889206
"289","non-island",1,1,1,-0.0264398043681741
"290","non-island",1,2,2,-0.268329610398019
"291","non-island",1,3,3,1.29159976019154
"292","non-island",1,4,4,1.04387091424155
"293","non-island",1,5,1,2.19388081740349
"294","non-island",1,6,2,-0.880380064095504
"295","non-island",1,7,3,0.347685704606724
"296","non-island",1,8,4,0.352108721425404
"297","non-island",1,9,1,0.845091589829416
"298","non-island",1,10,2,-0.299273247122041
"299","non-island",1,11,3,-0.236221075928011
"300","non-island",1,12,4,2.68017245392107
"301","non-island",1,13,1,-1.01512561753055
"302","non-island",1,14,2,1.5800096490587
"303","non-island",1,15,3,0.593072716198156
"304","non-island",1,16,4,-1.11120707068757
"305","non-island",1,17,1,0.239538546528505
"306","non-island",1,18,2,-0.145839332367832
"307","non-island",1,19,3,-1.73524567521088
"308","non-island",1,20,4,1.52371840670733
"309","non-island",1,21,1,-0.45451604736113
"310","non-island",1,22,2,-0.533186969806105
"311","non-island",1,23,3,-0.894630443118738
"312","non-island",1,24,4,1.19630587806993
"313","non-island",1,25,1,-0.15544380402764
"314","non-island",1,26,2,0.490466155133255
"315","non-island",1,27,3,-0.20079593032977
"316","non-island",1,28,4,1.3288336836891
"317","non-island",1,29,1,-0.38410383957573
"318","non-island",1,30,2,-0.284932891068276
"319","non-island",1,31,3,-0.0632463730578272
"320","non-island",1,32,4,-0.22763353683363
"321","non-island",1,33,1,1.4016895348307
"322","non-island",1,34,2,0.166467480706083
"323","non-island",1,35,3,2.21399011944666
"324","non-island",1,36,4,0.414156757710196
"325","non-island",1,37,1,-0.820670064904513
"326","non-island",1,38,2,1.00691908591308
"327","non-island",1,39,3,1.28614979515763
"328","non-island",1,40,4,-1.92624701867365
"329","non-island",1,41,1,-0.806133127332044
"330","non-island",1,42,2,-0.149044498604231
"331","non-island",1,43,3,0.214149085724164
"332","non-island",1,44,4,0.960515056689458
"333","non-island",1,45,1,0.0232689086406817
"334","non-island",1,46,2,0.143416124574171
"335","non-island",1,47,3,0.202207008471494
"336","non-island",1,48,4,-0.0896601946647566
"337","non-island",1,1,1,0.213955007429389
"338","non-island",1,2,2,0.275916221425187
"339","non-island",1,3,3,-1.31796060405325
"340","non-island",1,4,4,3.40719927721415
"341","non-island",1,5,1,0.0596671289085593
"342","non-island",1,6,2,-2.89993929948046
"343","non-island",1,7,3,-0.755074809856298
"344","non-island",1,8,4,1.31131741230098
"345","non-island",1,9,1,1.96954473639135
"346","non-island",1,10,2,-1.01580274843459
"347","non-island",1,11,3,-0.885437017706808
"348","non-island",1,12,4,1.98274635318717
"349","non-island",1,13,1,-1.3223694273972
"350","non-island",1,14,2,0.39193751187712
"351","non-island",1,15,3,1.64868982696573
"352","non-island",1,16,4,-0.526822263013418
"353","non-island",1,17,1,0.0489670270290032
"354","non-island",1,18,2,-0.10697135975492
"355","non-island",1,19,3,-0.586407053045253
"356","non-island",1,20,4,-1.18009246785803
"357","non-island",1,21,1,1.47017232731144
"358","non-island",1,22,2,0.247027367671012
"359","non-island",1,23,3,-0.441752662879401
"360","non-island",1,24,4,-1.51022271512003
"361","non-island",1,25,1,0.620206212088848
"362","non-island",1,26,2,-1.31822032166484
"363","non-island",1,27,3,1.99395857309216
"364","non-island",1,28,4,1.07554941183314
"365","non-island",1,29,1,0.687713337985897
"366","non-island",1,30,2,0.133286536452289
"367","non-island",1,31,3,0.706098637311931
"368","non-island",1,32,4,0.360346961640002
"369","non-island",1,33,1,-1.52003824265024
"370","non-island",1,34,2,-0.771906689406422
"371","non-island",1,35,3,0.649940066630204
"372","non-island",1,36,4,-1.07563926674527
"373","non-island",1,37,1,-0.665957986279968
"374","non-island",1,38,2,-1.13835992620234
"375","non-island",1,39,3,1.11594162166964
"376","non-island",1,40,4,-0.159584286151826
"377","non-island",1,41,1,0.529806546503998
"378","non-island",1,42,2,0.219376054726147
"379","non-island",1,43,3,-0.383155432355265
"380","non-island",1,44,4,-0.24988121379597
"381","non-island",1,45,1,0.374434842790279
"382","non-island",1,46,2,-0.743103365852339
"383","non-island",1,47,3,-0.203826859000369
"384","non-island",1,48,4,0.638535323626652
"385","island",0,1,1,-0.227547928386823
"386","island",0,2,2,1.57959998157571
"387","island",0,3,3,-1.35620007478972
"388","island",0,4,4,0.708765196101233
"389","island",0,5,1,0.14686604869119
"390","island",0,6,2,1.31232741849135
"391","island",0,7,3,0.802407307602708
"392","island",0,8,4,1.27957307717984
"393","island",0,9,1,1.39192352540175
"394","island",0,10,2,-1.30576048319279
"395","island",0,11,3,1.28402775069294
"396","island",0,12,4,0.0416119127789494
"397","island",0,13,1,-0.00894557635821502
"398","island",0,14,2,1.22801033214086
"399","island",0,15,3,1.13651456443628
"400","island",0,16,4,0.544871668521776
"401","island",0,17,1,1.07099774811769
"402","island",0,18,2,-0.772542076363963
"403","island",0,19,3,0.735634028225499
"404","island",0,20,4,1.67173503555224
"405","island",0,21,1,0.590653455309122
"406","island",0,22,2,2.16423500280726
"407","island",0,23,3,-0.0680424420471925
"408","island",0,24,4,1.1831016683474
"409","island",0,25,1,-0.456596368435157
"410","island",0,26,2,-0.694391098407018
"411","island",0,27,3,1.01464421295423
"412","island",0,28,4,0.116598608149844
"413","island",0,29,1,-0.691671408947681
"414","island",0,30,2,0.213633169113262
"415","island",0,31,3,0.4196384748863
"416","island",0,32,4,0.621970349997941
"417","island",0,33,1,0.926391385447925
"418","island",0,34,2,-1.77682145209961
"419","island",0,35,3,0.714602805636517
"420","island",0,36,4,1.76246083024162
"421","island",0,37,1,0.386253621912277
"422","island",0,38,2,-0.501504104272346
"423","island",0,39,3,1.96815015062478
"424","island",0,40,4,0.885437784478232
"425","island",0,41,1,0.7457942094771
"426","island",0,42,2,-0.674480784469058
"427","island",0,43,3,0.314876019510185
"428","island",0,44,4,0.692594503052902
"429","island",0,45,1,0.468507687118761
"430","island",0,46,2,-0.637391592146736
"431","island",0,47,3,1.28117611615041
"432","island",0,48,4,1.43378552883217
"433","island",0,1,1,1.48904356322068
"434","island",0,2,2,-0.192966765543266
"435","island",0,3,3,0.646658384501283
"436","island",0,4,4,1.75112520188815
"437","island",0,5,1,2.15243882329984
"438","island",0,6,2,1.06089060416447
"439","island",0,7,3,2.19126164685241
"440","island",0,8,4,0.344525335660862
"441","island",0,9,1,0.898041724703421
"442","island",0,10,2,1.39697152280499
"443","island",0,11,3,0.935710388772705
"444","island",0,12,4,1.0131909632588
"445","island",0,13,1,-1.36390438324827
"446","island",0,14,2,-0.00158334155955908
"447","island",0,15,3,1.0020397168437
"448","island",0,16,4,0.700674543011744
"449","island",0,17,1,1.60024036002371
"450","island",0,18,2,0.0213934956049786
"451","island",0,19,3,-1.33186135163561
"452","island",0,20,4,-0.805923895324738
"453","island",0,21,1,1.68060876329768
"454","island",0,22,2,0.584836701378899
"455","island",0,23,3,1.63257049567087
"456","island",0,24,4,1.52022993613421
"457","island",0,25,1,0.985874668828805
"458","island",0,26,2,-0.477698042772829
"459","island",0,27,3,1.07783997088588
"460","island",0,28,4,0.227299301546144
"461","island",0,29,1,-0.144153447090629
"462","island",0,30,2,-0.56117067124672
"463","island",0,31,3,-0.628418520013547
"464","island",0,32,4,1.20695509683428
"465","island",0,33,1,2.42819038507267
"466","island",0,34,2,1.25603610851384
"467","island",0,35,3,1.11351250617044
"468","island",0,36,4,0.934961038178614
"469","island",0,37,1,-0.210183310767024
"470","island",0,38,2,-0.133890392541285
"471","island",0,39,3,0.773934450177498
"472","island",0,40,4,0.28977221587811
"473","island",0,41,1,-1.60498343945402
"474","island",0,42,2,-0.205830697898862
"475","island",0,43,3,0.178113977355826
"476","island",0,44,4,1.95083844193289
"477","island",0,45,1,-0.397425743183454
"478","island",0,46,2,1.43732071606667
"479","island",0,47,3,-0.248261862718136
"480","island",0,48,4,0.640796528455913
"481","island",0,1,1,-0.253213017490019
"482","island",0,2,2,0.331085889977311
"483","island",0,3,3,0.78041023815639
"484","island",0,4,4,-0.437596976191975
"485","island",0,5,1,-0.316458348818887
"486","island",0,6,2,-0.406026658932659
"487","island",0,7,3,1.74010745070296
"488","island",0,8,4,1.22450993553445
"489","island",0,9,1,2.3073321094613
"490","island",0,10,2,0.640146284484406
"491","island",0,11,3,1.54870240592871
"492","island",0,12,4,1.78363423713926
"493","island",0,13,1,0.179963669082473
"494","island",0,14,2,0.0524442074018055
"495","island",0,15,3,2.84574543124983
"496","island",0,16,4,-0.988000957816518
"497","island",0,17,1,0.0723460388799876
"498","island",0,18,2,-0.271096443423563
"499","island",0,19,3,0.206629373808571
"500","island",0,20,4,-2.34538209398731
"501","island",0,21,1,-1.29252541411871
"502","island",0,22,2,-0.103124147680141
"503","island",0,23,3,-1.4115175224899
"504","island",0,24,4,2.26812303021497
"505","island",0,25,1,0.134515966028003
"506","island",0,26,2,0.897737801052182
"507","island",0,27,3,1.22162576599812
"508","island",0,28,4,0.701544019128652
"509","island",0,29,1,-0.893777131435536
"510","island",0,30,2,0.617099341717687
"511","island",0,31,3,1.08280132518676
"512","island",0,32,4,-0.0258474317319459
"513","island",0,33,1,-0.355512632629252
"514","island",0,34,2,-0.5623221329012
"515","island",0,35,3,1.18061334193567
"516","island",0,36,4,0.554612408142475
"517","island",0,37,1,-1.39179141783861
"518","island",0,38,2,-1.22342917239483
"519","island",0,39,3,-1.72886119442617
"520","island",0,40,4,0.658116214813751
"521","island",0,41,1,0.413121401920873
"522","island",0,42,2,1.07833635274334
"523","island",0,43,3,0.713822126282176
"524","island",0,44,4,2.2224605590756
"525","island",0,45,1,0.12024680241205
"526","island",0,46,2,-0.151586984996557
"527","island",0,47,3,0.45376920158776
"528","island",0,48,4,-0.923750757297741
"529","island",0,1,1,1.99947647537061
"530","island",0,2,2,-0.258064678514724
"531","island",0,3,3,1.4095046550171
"532","island",0,4,4,1.45936913462225
"533","island",0,5,1,1.52256486400184
"534","island",0,6,2,-1.10260769852754
"535","island",0,7,3,0.789965449504563
"536","island",0,8,4,-1.94076357810893
"537","island",0,9,1,1.69810459176836
"538","island",0,10,2,-0.272737035630388
"539","island",0,11,3,1.20678377729195
"540","island",0,12,4,0.377954989628297
"541","island",0,13,1,0.868578341553571
"542","island",0,14,2,0.397192834713454
"543","island",0,15,3,0.0900389429930383
"544","island",0,16,4,0.927231778450553
"545","island",0,17,1,0.434293984438852
"546","island",0,18,2,-0.478876595113875
"547","island",0,19,3,1.73125546674678
"548","island",0,20,4,0.218116791105584
"549","island",0,21,1,0.0893696201254216
"550","island",0,22,2,1.22716414604305
"551","island",0,23,3,1.42014821045606
"552","island",0,24,4,-0.352904853032037
"553","island",0,25,1,0.795202444389593
"554","island",0,26,2,-0.558250112063095
"555","island",0,27,3,0.744359004116253
"556","island",0,28,4,-0.452479418673369
"557","island",0,29,1,0.916688811071563
"558","island",0,30,2,0.385316542634093
"559","island",0,31,3,0.875611760918726
"560","island",0,32,4,1.737856471593
"561","island",0,33,1,-0.089722566422194
"562","island",0,34,2,0.825007452596769
"563","island",0,35,3,0.526267698422311
"564","island",0,36,4,2.07597451776073
"565","island",0,37,1,2.68364278317562
"566","island",0,38,2,-0.432434861893389
"567","island",0,39,3,-1.29008973726564
"568","island",0,40,4,0.0401986476931698
"569","island",0,41,1,1.12317059703633
"570","island",0,42,2,1.03221298056937
"571","island",0,43,3,1.77797199966872
"572","island",0,44,4,0.306193531676192
"573","island",0,45,1,0.149447981868091
"574","island",0,46,2,0.149531097861497
"575","island",0,47,3,-0.344357838312882
"576","island",0,48,4,-0.0709033148271295
"577","island",1,1,1,0.34806108161742
"578","island",1,2,2,0.405760047309876
"579","island",1,3,3,-0.834921028892978
"580","island",1,4,4,-1.14756524225372
"581","island",1,5,1,-0.698484451126207
"582","island",1,6,2,-2.38348166028244
"583","island",1,7,3,0.133333385085914
"584","island",1,8,4,-2.15669738526621
"585","island",1,9,1,0.61863141818001
"586","island",1,10,2,0.0808045066231634
"587","island",1,11,3,-0.827167950100333
"588","island",1,12,4,-0.529450180573684
"589","island",1,13,1,1.2987517470379
"590","island",1,14,2,-2.26810713280301
"591","island",1,15,3,-0.86897441712081
"592","island",1,16,4,-0.506870761563125
"593","island",1,17,1,-0.535089736082069
"594","island",1,18,2,-1.0538131874948
"595","island",1,19,3,0.279708654745395
"596","island",1,20,4,-0.472159230897286
"597","island",1,21,1,-0.470774196807
"598","island",1,22,2,-1.42871998100981
"599","island",1,23,3,-0.908845891586374
"600","island",1,24,4,-1.71408834495907
"601","island",1,25,1,-1.27327235701347
"602","island",1,26,2,-0.972359839163753
"603","island",1,27,3,-1.28517811385001
"604","island",1,28,4,0.696866478892582
"605","island",1,29,1,0.463849014751091
"606","island",1,30,2,-1.80500086029776
"607","island",1,31,3,-0.286641719070221
"608","island",1,32,4,-0.189589822051877
"609","island",1,33,1,-2.16702543191739
"610","island",1,34,2,-0.206570044890444
"611","island",1,35,3,-0.0582948145805134
"612","island",1,36,4,-0.562418669109667
"613","island",1,37,1,-0.684578323530804
"614","island",1,38,2,0.158341879048739
"615","island",1,39,3,1.43956780212244
"616","island",1,40,4,-0.683741535207175
"617","island",1,41,1,0.408986084363506
"618","island",1,42,2,2.46996161235954
"619","island",1,43,3,1.73089985456673
"620","island",1,44,4,-0.890992666751568
"621","island",1,45,1,-1.46430103371082
"622","island",1,46,2,0.0963864652725795
"623","island",1,47,3,-1.12979906343614
"624","island",1,48,4,-0.101821183496965
"625","island",1,1,1,0.170267291182874
"626","island",1,2,2,-2.48335332842073
"627","island",1,3,3,-0.204713973823424
"628","island",1,4,4,-0.981245927516095
"629","island",1,5,1,0.792562242943409
"630","island",1,6,2,-1.74703071745008
"631","island",1,7,3,0.0085276151483703
"632","island",1,8,4,-1.18880252370751
"633","island",1,9,1,0.898651554704422
"634","island",1,10,2,-1.4976497718801
"635","island",1,11,3,0.022248048755392
"636","island",1,12,4,-0.318939081183698
"637","island",1,13,1,-1.29561813959754
"638","island",1,14,2,-2.03088919348285
"639","island",1,15,3,-1.18099437079225
"640","island",1,16,4,-2.36156365720859
"641","island",1,17,1,-2.00549896552593
"642","island",1,18,2,1.02737316352761
"643","island",1,19,3,-0.356149865808501
"644","island",1,20,4,0.227514684528158
"645","island",1,21,1,0.0564170596502968
"646","island",1,22,2,0.253516078706823
"647","island",1,23,3,-1.42670747235036
"648","island",1,24,4,0.255971619154244
"649","island",1,25,1,1.66774105490682
"650","island",1,26,2,0.00542424717273438
"651","island",1,27,3,-1.29032208650626
"652","island",1,28,4,-0.653813876943038
"653","island",1,29,1,-0.955884120948105
"654","island",1,30,2,0.132273686238606
"655","island",1,31,3,0.406655219988087
"656","island",1,32,4,-1.54713832320332
"657","island",1,33,1,-2.41816417421647
"658","island",1,34,2,-1.13852429857083
"659","island",1,35,3,0.646444375716558
"660","island",1,36,4,-0.299982067062782
"661","island",1,37,1,-0.63038226244726
"662","island",1,38,2,0.148760378516631
"663","island",1,39,3,-0.820638073590771
"664","island",1,40,4,-0.913566508207834
"665","island",1,41,1,-1.6952702863209
"666","island",1,42,2,-1.40033236491263
"667","island",1,43,3,-0.624640746674643
"668","island",1,44,4,-0.377283497821395
"669","island",1,45,1,-1.86879338703333
"670","island",1,46,2,-1.35248370785171
"671","island",1,47,3,-0.826734221945902
"672","island",1,48,4,0.5440686814937
"673","island",1,1,1,-2.35495824329094
"674","island",1,2,2,-1.34014022436074
"675","island",1,3,3,0.203656996556347
"676","island",1,4,4,-0.550960025321501
"677","island",1,5,1,0.351110912283391
"678","island",1,6,2,-2.00999361130268
